NAME,COUNT,PCT2PRACE,PCTAIAN,PCTAPI,PCTBLACK,PCTHISPANIC,PCTWHITE,NAME
REESE,36,0.0,0.0,0.0,0.0,0.0,100.0,REESE
REFUGIO,77,0.0,1.299,0.0,0.0,98.701,0.0,REFUGIO
REGAN,96,0.0,0.0,4.167,2.083,1.042,92.708,REGAN
REGENA,23,0.0,0.0,0.0,0.0,0.0,100.0,REGENA
REGGIE,54,0.0,0.0,5.556,20.37,5.556,68.519,REGGIE
REGINA,1434,0.209,0.209,2.441,12.762,6.067,78.312,REGINA
REGINALD,487,0.411,0.0,2.669,63.655,1.848,31.417,REGINALD
REID,140,0.0,0.714,7.143,0.714,0.0,91.429,REID
REINA,115,0.0,0.0,2.609,0.87,73.913,22.609,REINA
REINALDO,57,0.0,0.0,3.509,0.0,82.456,14.035,REINALDO
REKHA,50,0.0,2.0,66.0,2.0,0.0,30.0,REKHA
REMEDIOS,53,0.0,0.0,73.585,0.0,16.981,9.434,REMEDIOS
RENA,176,0.0,0.0,2.273,9.091,1.705,86.932,RENA
RENAE,169,0.0,0.592,0.0,3.55,1.775,94.083,RENAE
RENATA,143,0.0,0.0,0.0,2.797,11.888,85.315,RENATA
RENATE,92,0.0,0.0,1.087,0.0,1.087,97.826,RENATE
RENATO,124,0.806,0.0,43.548,1.613,23.387,30.645,RENATO
RENE,800,0.25,0.125,4.0,2.625,44.875,48.125,RENE
RENEA,36,0.0,0.0,0.0,30.556,0.0,69.444,RENEA
RENEE,2317,0.259,0.086,1.64,4.791,1.942,91.282,RENEE
RENITA,52,0.0,0.0,1.923,46.154,0.0,51.923,RENITA
RENU,35,0.0,0.0,77.143,0.0,0.0,22.857,RENU
RENUKA,32,0.0,3.125,75.0,0.0,0.0,21.875,RENUKA
RETHA,33,0.0,0.0,0.0,15.152,0.0,84.848,RETHA
REUBEN,109,0.0,0.0,2.752,20.183,18.349,58.716,REUBEN
REVA,62,0.0,1.613,0.0,22.581,0.0,75.806,REVA
REX,441,0.0,0.0,8.617,0.454,0.907,90.023,REX
REY,46,0.0,0.0,39.13,0.0,50.0,10.87,REY
REYES,54,0.0,0.0,1.852,0.0,96.296,1.852,REYES
REYNA,91,0.0,0.0,0.0,2.198,87.912,9.89,REYNA
REYNALDO,267,0.0,0.0,28.464,0.749,65.169,5.618,REYNALDO
REYNOLD,43,0.0,0.0,13.953,18.605,0.0,67.442,REYNOLD
REZA,120,0.0,0.0,19.167,0.0,0.0,80.833,REZA
RHEA,84,0.0,1.19,7.143,7.143,2.381,82.143,RHEA
RHETT,79,0.0,0.0,0.0,0.0,0.0,100.0,RHETT
RHIANNON,57,0.0,0.0,0.0,0.0,1.754,98.246,RHIANNON
RHODA,102,0.0,0.0,6.863,15.686,6.863,70.588,RHODA
RHONDA,2096,0.143,0.382,0.334,7.824,0.859,90.458,RHONDA
RIAN,33,0.0,0.0,0.0,6.061,0.0,93.939,RIAN
RICARDO,1232,0.0,0.0,5.276,3.896,78.571,12.256,RICARDO
RICH,65,0.0,0.0,1.538,0.0,0.0,98.462,RICH
RICHARD,29033,0.145,0.079,1.801,1.409,2.869,93.697,RICHARD
RICHELLE,84,0.0,0.0,4.762,4.762,0.0,90.476,RICHELLE
RICHIE,35,0.0,0.0,8.571,17.143,5.714,68.571,RICHIE
RICHMOND,34,0.0,0.0,20.588,8.824,0.0,70.588,RICHMOND
RICK,1371,0.219,0.292,2.845,0.729,2.772,93.144,RICK
RICKEY,281,0.356,0.0,0.712,13.879,0.356,84.698,RICKEY
RICKI,37,0.0,0.0,2.703,8.108,2.703,86.486,RICKI
RICKIE,123,0.0,0.0,0.813,10.569,0.813,87.805,RICKIE
RICKY,1180,0.169,0.169,5.169,7.034,2.542,84.915,RICKY
RICO,38,2.632,0.0,28.947,18.421,21.053,28.947,RICO
RIGOBERTO,244,0.0,0.41,0.41,0.0,96.721,2.459,RIGOBERTO
RIKKI,36,0.0,0.0,0.0,2.778,0.0,97.222,RIKKI
RILEY,69,0.0,0.0,1.449,13.043,0.0,85.507,RILEY
RIMA,36,0.0,0.0,8.333,0.0,0.0,91.667,RIMA
RINA,74,1.351,0.0,28.378,1.351,18.919,50.0,RINA
RISA,50,0.0,0.0,2.0,0.0,2.0,96.0,RISA
RITA,1937,0.155,0.052,5.679,4.75,8.312,81.053,RITA
RITCHIE,31,0.0,0.0,9.677,6.452,3.226,80.645,RITCHIE
RITESH,33,3.03,0.0,78.788,0.0,0.0,18.182,RITESH
RITU,41,0.0,2.439,80.488,0.0,0.0,17.073,RITU
ROB,143,0.0,0.699,0.0,0.699,0.699,97.902,ROB
ROBB,69,0.0,0.0,2.899,0.0,1.449,95.652,ROBB
ROBBIE,247,0.0,0.0,0.405,10.931,0.81,87.854,ROBBIE
ROBBIN,114,0.0,0.0,0.0,10.526,0.0,89.474,ROBBIN
ROBBY,69,0.0,0.0,4.348,0.0,1.449,94.203,ROBBY
ROBERT,48260,0.137,0.128,0.924,2.161,2.138,94.511,ROBERT
ROBERTA,1461,0.068,0.205,0.958,3.217,3.08,92.471,ROBERTA
ROBERTO,1248,0.0,0.0,6.33,0.321,80.529,12.821,ROBERTO
ROBIN,4258,0.047,0.141,1.104,3.687,0.775,94.246,ROBIN
ROBYN,906,0.331,0.0,1.104,2.208,0.773,95.585,ROBYN
ROCCO,197,0.0,0.0,0.508,0.0,1.523,97.97,ROCCO
ROCHELLE,479,0.0,0.0,1.879,12.944,1.461,83.716,ROCHELLE
ROCIO,156,0.0,0.0,0.641,0.0,94.231,5.128,ROCIO
ROCK,43,0.0,0.0,2.326,2.326,4.651,90.698,ROCK
ROCKY,149,0.0,0.0,8.725,1.342,6.04,83.893,ROCKY
ROD,150,0.0,0.667,1.333,2.667,5.333,90.0,ROD
RODD,20,0.0,0.0,0.0,0.0,0.0,100.0,RODD
RODERIC,30,0.0,0.0,16.667,10.0,0.0,73.333,RODERIC
RODERICK,305,0.0,0.656,4.918,28.852,0.984,64.59,RODERICK
RODGER,219,0.457,0.0,1.826,2.74,0.0,94.977,RODGER
RODNEY,2151,0.232,0.232,2.278,9.437,1.627,86.192,RODNEY
RODOLFO,509,0.393,0.0,14.735,0.0,77.407,7.466,RODOLFO
RODRICK,41,0.0,0.0,4.878,43.902,0.0,51.22,RODRICK
RODRIGO,264,0.0,0.0,11.742,0.0,78.03,10.227,RODRIGO
ROGELIO,363,0.0,0.0,15.978,0.0,80.716,3.306,ROGELIO
ROGER,4373,0.16,0.023,2.355,2.104,2.515,92.842,ROGER
ROHAN,34,2.941,0.0,29.412,35.294,8.824,23.529,ROHAN
ROHIT,81,0.0,2.469,82.716,0.0,0.0,14.815,ROHIT
ROLAND,634,0.0,0.0,7.256,11.041,6.94,74.763,ROLAND
ROLANDO,331,0.0,0.0,24.471,0.0,66.465,9.063,ROLANDO
ROLF,84,0.0,1.19,0.0,1.19,0.0,97.619,ROLF
ROLLAND,47,0.0,0.0,2.128,0.0,2.128,95.745,ROLLAND
ROLLIN,39,0.0,0.0,5.128,2.564,0.0,92.308,ROLLIN
ROMA,40,0.0,0.0,20.0,5.0,0.0,75.0,ROMA
ROMAN,344,0.291,0.291,1.163,1.163,24.128,72.965,ROMAN
ROMEO,176,0.0,0.0,56.818,2.273,22.159,18.75,ROMEO
ROMMEL,43,0.0,0.0,65.116,2.326,20.93,11.628,ROMMEL
ROMULO,45,0.0,0.0,57.778,0.0,31.111,11.111,ROMULO
ROMY,30,0.0,0.0,30.0,0.0,6.667,63.333,ROMY
RON,597,0.168,0.335,4.69,4.02,2.345,88.442,RON
RONA,59,0.0,0.0,13.559,5.085,3.39,77.966,RONA
RONALD,11915,0.176,0.201,1.586,4.029,1.611,92.396,RONALD
RONALDO,65,0.0,0.0,44.615,6.154,29.231,20.0,RONALDO
RONDA,392,0.255,0.0,0.0,2.806,1.02,95.918,RONDA
RONEN,15,0.0,0.0,0.0,0.0,0.0,100.0,RONEN
RONG,88,1.136,0.0,98.864,0.0,0.0,0.0,RONG
RONI,69,0.0,1.449,4.348,2.899,7.246,84.058,RONI
RONIT,21,0.0,0.0,0.0,0.0,0.0,100.0,RONIT
RONNA,65,0.0,0.0,0.0,1.538,0.0,98.462,RONNA
RONNIE,870,0.345,0.115,2.529,13.678,4.828,78.506,RONNIE
RONNY,74,2.703,0.0,5.405,8.108,12.162,71.622,RONNY
RONY,34,0.0,0.0,5.882,5.882,47.059,41.176,RONY
ROOSEVELT,65,0.0,0.0,0.0,92.308,0.0,7.692,ROOSEVELT
ROQUE,31,0.0,0.0,6.452,0.0,58.065,35.484,ROQUE
RORY,248,0.0,0.0,1.613,3.226,2.016,93.145,RORY
ROSA,1443,0.0,0.139,2.287,4.435,72.904,20.236,ROSA
ROSALBA,92,0.0,0.0,1.087,0.0,90.217,8.696,ROSALBA
ROSALEE,41,0.0,0.0,0.0,19.512,9.756,70.732,ROSALEE
ROSALIA,71,0.0,0.0,7.042,1.408,57.746,33.803,ROSALIA
ROSALIE,364,0.0,0.549,3.846,1.648,10.44,83.516,ROSALIE
ROSALINA,78,1.282,0.0,23.077,0.0,58.974,16.667,ROSALINA
ROSALIND,185,0.0,0.0,3.784,34.054,3.243,58.919,ROSALIND
ROSALINDA,167,0.0,0.599,18.563,0.599,61.078,19.162,ROSALINDA
ROSALIO,37,0.0,0.0,10.811,0.0,81.081,8.108,ROSALIO
ROSALVA,41,0.0,0.0,0.0,0.0,97.561,2.439,ROSALVA
ROSALYN,124,0.806,0.0,4.839,32.258,5.645,56.452,ROSALYN
ROSANA,31,0.0,0.0,22.581,0.0,48.387,29.032,ROSANA
ROSANN,30,0.0,0.0,6.667,0.0,3.333,90.0,ROSANN
ROSANNA,121,0.826,0.826,13.223,3.306,10.744,71.074,ROSANNA
ROSANNE,206,0.0,0.0,0.485,0.971,4.369,94.175,ROSANNE
ROSARIO,308,0.0,0.0,17.532,0.0,60.39,22.078,ROSARIO
ROSAURA,38,0.0,0.0,0.0,0.0,97.368,2.632,ROSAURA
ROSCOE,51,0.0,0.0,0.0,35.294,0.0,64.706,ROSCOE
ROSE,1516,0.264,0.264,4.683,9.301,8.641,76.847,ROSE
ROSEANN,195,0.0,0.0,0.513,2.051,1.026,96.41,ROSEANN
ROSEANNA,33,0.0,0.0,0.0,0.0,12.121,87.879,ROSEANNA
ROSEANNE,112,0.0,0.0,1.786,1.786,6.25,90.179,ROSEANNE
ROSELLA,34,0.0,0.0,2.941,5.882,14.706,76.471,ROSELLA
ROSELYN,40,0.0,0.0,12.5,7.5,5.0,75.0,ROSELYN
ROSEMARIE,552,0.0,0.543,6.341,3.261,7.971,81.884,ROSEMARIE
ROSEMARY,1309,0.0,0.229,2.215,4.202,6.875,86.478,ROSEMARY
ROSENDO,82,0.0,0.0,8.537,0.0,90.244,1.22,ROSENDO
ROSETTA,74,1.351,1.351,2.703,43.243,5.405,45.946,ROSETTA
ROSHAN,37,0.0,0.0,54.054,2.703,0.0,43.243,ROSHAN
ROSIE,161,0.621,0.621,8.075,22.981,29.814,37.888,ROSIE
ROSIO,16,0.0,0.0,0.0,0.0,100.0,0.0,ROSIO
ROSITA,55,0.0,1.818,38.182,1.818,32.727,25.455,ROSITA
ROSLYN,114,0.0,0.0,2.632,27.193,1.754,68.421,ROSLYN
ROSS,857,0.0,0.35,2.334,0.467,1.4,95.449,ROSS
ROSWITHA,17,0.0,0.0,0.0,0.0,0.0,100.0,ROSWITHA
ROWENA,94,0.0,1.064,39.362,6.383,6.383,46.809,ROWENA
ROXANA,113,0.0,0.885,7.965,0.885,51.327,38.938,ROXANA
ROXANE,63,0.0,0.0,4.762,1.587,6.349,87.302,ROXANE
ROXANN,71,0.0,0.0,0.0,1.408,2.817,95.775,ROXANN
ROXANNA,79,0.0,1.266,1.266,2.532,16.456,78.481,ROXANNA
ROXANNE,561,0.0,0.357,3.209,6.239,4.456,85.74,ROXANNE
ROXIE,45,0.0,0.0,0.0,17.778,2.222,80.0,ROXIE
ROY,2099,0.095,0.238,5.431,5.622,3.478,85.136,ROY
ROYAL,50,2.0,0.0,4.0,10.0,0.0,84.0,ROYAL
ROYCE,124,0.0,0.0,2.419,6.452,0.806,90.323,ROYCE
RUBEN,966,0.104,0.0,4.037,1.242,80.849,13.768,RUBEN
RUBINA,31,3.226,0.0,51.613,3.226,12.903,29.032,RUBINA
RUBY,507,0.0,0.394,12.623,24.063,9.862,53.057,RUBY
RUDOLF,61,0.0,0.0,3.279,0.0,3.279,93.443,RUDOLF
RUDOLPH,252,0.0,0.397,3.571,23.413,17.063,55.556,RUDOLPH
RUDY,310,0.323,0.645,10.0,3.226,43.226,42.581,RUDY
RUFUS,82,0.0,1.22,3.659,41.463,1.22,52.439,RUFUS
RUI,105,0.0,0.0,58.095,0.0,3.81,38.095,RUI
RUPERT,40,0.0,0.0,17.5,27.5,7.5,47.5,RUPERT
RUSLAN,38,0.0,0.0,0.0,0.0,0.0,100.0,RUSLAN
RUSS,95,0.0,0.0,4.211,0.0,1.053,94.737,RUSS
RUSSEL,102,0.0,0.0,1.961,0.98,0.0,97.059,RUSSEL
RUSSELL,3312,0.181,0.06,1.661,2.627,0.725,94.746,RUSSELL
RUSTIN,22,0.0,0.0,0.0,0.0,0.0,100.0,RUSTIN
RUSTY,97,0.0,0.0,0.0,0.0,3.093,96.907,RUSTY
RUTH,2718,0.147,0.184,2.134,5.408,6.107,86.019,RUTH
RUTHANN,86,0.0,0.0,0.0,0.0,1.163,98.837,RUTHANN
RUTHANNE,31,0.0,0.0,0.0,3.226,0.0,96.774,RUTHANNE
RUTHIE,42,0.0,0.0,0.0,35.714,4.762,59.524,RUTHIE
RYAN,6510,0.031,0.077,2.304,0.86,0.983,95.745,RYAN
RYANN,18,0.0,0.0,0.0,0.0,0.0,100.0,RYANN
RYSZARD,55,0.0,0.0,0.0,0.0,0.0,100.0,RYSZARD
SABINA,82,0.0,1.22,15.854,2.439,15.854,64.634,SABINA
SABINE,72,0.0,0.0,0.0,2.778,0.0,97.222,SABINE
SABINO,39,0.0,0.0,7.692,0.0,74.359,17.949,SABINO
SABRA,26,0.0,0.0,0.0,0.0,0.0,100.0,SABRA
SABRINA,523,0.191,0.382,4.015,14.34,5.736,75.335,SABRINA
SACHIN,64,0.0,1.563,84.375,0.0,0.0,14.063,SACHIN
SADIE,94,1.064,3.191,0.0,17.021,6.383,72.34,SADIE
SAEED,59,0.0,0.0,27.119,1.695,0.0,71.186,SAEED
SAI,49,0.0,0.0,89.796,0.0,2.041,8.163,SAI
SAID,56,0.0,1.786,14.286,3.571,1.786,78.571,SAID
SAL,46,0.0,2.174,6.522,0.0,21.739,69.565,SAL
SALIM,53,3.774,1.887,47.17,0.0,0.0,47.17,SALIM
SALINA,32,0.0,0.0,34.375,15.625,9.375,40.625,SALINA
SALLIE,148,1.351,0.0,1.351,8.108,1.351,87.838,SALLIE
SALLY,1980,0.051,0.253,2.778,0.707,2.323,93.889,SALLY
SALOMON,51,0.0,0.0,3.922,1.961,80.392,13.725,SALOMON
SALVADOR,793,0.0,0.126,2.9,0.126,91.803,5.044,SALVADOR
SALVATORE,665,0.15,0.0,0.15,0.0,0.752,98.947,SALVATORE
SAM,727,0.0,0.138,19.257,4.539,3.026,73.04,SAM
SAMANTHA,1009,0.396,0.198,3.568,3.568,3.568,88.702,SAMANTHA
SAMEER,60,3.333,0.0,65.0,0.0,0.0,31.667,SAMEER
SAMER,72,0.0,0.0,13.889,2.778,1.389,81.944,SAMER
SAMI,63,0.0,0.0,9.524,4.762,3.175,82.54,SAMI
SAMIR,180,0.556,0.556,38.889,0.556,3.333,56.111,SAMIR
SAMIRA,49,0.0,2.041,10.204,8.163,8.163,71.429,SAMIRA
SAMMIE,54,0.0,0.0,3.704,53.704,1.852,40.741,SAMMIE
SAMMY,147,1.361,0.0,14.286,9.524,6.803,68.027,SAMMY
SAMSON,64,0.0,0.0,50.0,25.0,4.688,20.313,SAMSON
SAMUEL,3302,0.212,0.182,5.421,9.388,11.599,73.198,SAMUEL
SAN,56,0.0,1.786,55.357,0.0,37.5,5.357,SAN
SANDEEP,138,1.449,0.0,78.261,0.0,0.725,19.565,SANDEEP
SANDER,15,0.0,0.0,0.0,0.0,0.0,100.0,SANDER
SANDHYA,42,0.0,2.381,83.333,0.0,0.0,14.286,SANDHYA
SANDI,152,0.0,0.658,3.289,0.658,1.974,93.421,SANDI
SANDOR,33,0.0,0.0,0.0,3.03,3.03,93.939,SANDOR
SANDRA,9815,0.102,0.204,1.06,4.34,7.58,86.714,SANDRA
SANDY,549,0.546,0.0,19.49,2.186,7.286,70.492,SANDY
SANFORD,103,0.0,0.0,4.854,4.854,0.0,90.291,SANFORD
SANG,204,0.0,0.0,97.059,0.0,0.0,2.941,SANG
SANGEETA,48,0.0,0.0,81.25,0.0,0.0,18.75,SANGEETA
SANGITA,34,0.0,2.941,73.529,0.0,0.0,23.529,SANGITA
SANJAY,260,0.0,1.923,83.846,0.0,0.385,13.846,SANJAY
SANJEEV,105,0.952,0.0,82.857,0.0,0.952,15.238,SANJEEV
SANJIV,47,0.0,0.0,82.979,0.0,0.0,17.021,SANJIV
SANTA,42,0.0,0.0,7.143,4.762,40.476,47.619,SANTA
SANTIAGO,256,0.0,0.0,2.344,0.0,89.844,7.813,SANTIAGO
SANTO,54,0.0,0.0,0.0,0.0,11.111,88.889,SANTO
SANTOS,201,0.0,0.0,0.995,0.0,96.02,2.985,SANTOS
SANTOSH,59,0.0,0.0,81.356,0.0,1.695,16.949,SANTOSH
SARA,3165,0.063,0.126,1.169,1.074,6.698,90.869,SARA
SARAH,6450,0.171,0.14,2.078,1.752,1.891,93.969,SARAH
SARI,38,0.0,0.0,5.263,2.632,0.0,92.105,SARI
SARINA,33,0.0,0.0,21.212,0.0,0.0,78.788,SARINA
SARITA,64,1.563,0.0,34.375,25.0,7.813,31.25,SARITA
SARKIS,63,0.0,0.0,4.762,0.0,0.0,95.238,SARKIS
SASHA,92,0.0,0.0,2.174,5.435,6.522,85.87,SASHA
SATISH,117,0.855,1.709,80.342,0.0,0.0,17.094,SATISH
SATYA,45,0.0,4.444,53.333,2.222,0.0,40.0,SATYA
SAU,18,0.0,0.0,100.0,0.0,0.0,0.0,SAU
SAUL,290,0.0,0.0,0.0,1.379,70.0,28.621,SAUL
SAUNDRA,168,0.0,0.595,0.0,16.667,2.381,80.357,SAUNDRA
SAVANNAH,45,0.0,0.0,2.222,13.333,2.222,82.222,SAVANNAH
SAVERIO,25,0.0,0.0,0.0,0.0,0.0,100.0,SAVERIO
SAVITA,35,0.0,5.714,77.143,0.0,2.857,14.286,SAVITA
SAWSAN,16,0.0,0.0,0.0,0.0,0.0,100.0,SAWSAN
SAYED,37,0.0,0.0,56.757,0.0,0.0,43.243,SAYED
SCARLETT,35,0.0,0.0,0.0,0.0,5.714,94.286,SCARLETT
SCHUYLER,23,0.0,0.0,0.0,0.0,0.0,100.0,SCHUYLER
SCOT,320,0.0,0.0,1.563,0.625,0.313,97.5,SCOT
SCOTT,14744,0.061,0.061,0.868,0.271,0.427,98.311,SCOTT
SCOTTIE,46,0.0,0.0,0.0,15.217,2.174,82.609,SCOTTIE
SCOTTY,78,0.0,0.0,5.128,3.846,2.564,88.462,SCOTTY
SEAMUS,31,0.0,0.0,0.0,0.0,0.0,100.0,SEAMUS
SEAN,3934,0.178,0.127,1.957,2.364,0.864,94.509,SEAN
SEBASTIAN,187,0.0,0.0,8.021,3.743,25.668,62.567,SEBASTIAN
SEE,21,0.0,0.0,100.0,0.0,0.0,0.0,SEE
SEEMA,78,1.282,2.564,69.231,0.0,0.0,26.923,SEEMA
SEGUNDO,43,0.0,0.0,9.302,0.0,86.047,4.651,SEGUNDO
SELENA,85,0.0,0.0,8.235,20.0,10.588,61.176,SELENA
SELINA,68,1.471,0.0,17.647,14.706,14.706,51.471,SELINA
SELMA,50,0.0,0.0,4.0,12.0,4.0,80.0,SELMA
SEN,17,0.0,0.0,100.0,0.0,0.0,0.0,SEN
SENG,30,0.0,0.0,90.0,0.0,0.0,10.0,SENG
SEOK,16,0.0,0.0,100.0,0.0,0.0,0.0,SEOK
SEONG,39,0.0,0.0,94.872,0.0,0.0,5.128,SEONG
SERAFIN,49,0.0,0.0,16.327,2.041,69.388,12.245,SERAFIN
SERENA,140,0.0,0.0,14.286,7.143,2.857,75.714,SERENA
SERGE,72,0.0,0.0,0.0,19.444,1.389,79.167,SERGE
SERGEI,43,0.0,0.0,2.326,0.0,0.0,97.674,SERGEI
SERGEY,208,0.0,0.0,1.442,0.0,0.0,98.558,SERGEY
SERGIO,958,0.0,0.0,1.566,0.522,83.194,14.718,SERGIO
SERGIY,16,0.0,0.0,0.0,0.0,0.0,100.0,SERGIY
SETH,914,0.0,0.109,0.656,0.875,0.328,98.031,SETH
SEUNG,83,0.0,0.0,95.181,0.0,0.0,4.819,SEUNG
SEYED,35,0.0,0.0,28.571,0.0,2.857,68.571,SEYED
SEYMOUR,51,0.0,0.0,3.922,9.804,0.0,86.275,SEYMOUR
SHAD,59,1.695,0.0,0.0,0.0,0.0,98.305,SHAD
SHADI,22,0.0,0.0,0.0,0.0,0.0,100.0,SHADI
SHAE,25,0.0,0.0,0.0,0.0,0.0,100.0,SHAE
SHAHID,46,0.0,2.174,65.217,2.174,0.0,30.435,SHAHID
SHAHIN,31,0.0,0.0,12.903,0.0,6.452,80.645,SHAHIN
SHAHRAM,30,0.0,0.0,3.333,0.0,0.0,96.667,SHAHRAM
SHAILESH,51,0.0,0.0,78.431,0.0,0.0,21.569,SHAILESH
SHAINA,25,0.0,0.0,0.0,0.0,0.0,100.0,SHAINA
SHALINI,31,0.0,0.0,80.645,0.0,0.0,19.355,SHALINI
SHAN,70,0.0,0.0,62.857,0.0,0.0,37.143,SHAN
SHANA,239,0.0,0.418,1.674,6.276,0.837,90.795,SHANA
SHANDA,72,0.0,0.0,1.389,16.667,1.389,80.556,SHANDA
SHANE,1326,0.151,0.075,1.207,0.754,0.754,97.059,SHANE
SHANKAR,33,0.0,0.0,66.667,0.0,3.03,30.303,SHANKAR
SHANNA,211,0.0,0.948,1.896,1.896,1.422,93.839,SHANNA
SHANNAN,68,1.471,0.0,0.0,0.0,5.882,92.647,SHANNAN
SHANNON,3268,0.092,0.092,0.551,2.754,1.102,95.41,SHANNON
SHANON,62,0.0,0.0,1.613,6.452,1.613,90.323,SHANON
SHANTI,30,0.0,0.0,50.0,6.667,3.333,40.0,SHANTI
SHAO,34,0.0,0.0,100.0,0.0,0.0,0.0,SHAO
SHARA,54,1.852,0.0,1.852,1.852,3.704,90.741,SHARA
SHARAD,33,3.03,0.0,63.636,0.0,3.03,30.303,SHARAD
SHAREE,31,0.0,0.0,0.0,12.903,0.0,87.097,SHAREE
SHAREN,35,0.0,0.0,2.857,2.857,2.857,91.429,SHAREN
SHARI,674,0.297,0.0,1.335,2.077,1.039,95.252,SHARI
SHARILYN,32,0.0,0.0,0.0,0.0,0.0,100.0,SHARILYN
SHARLA,70,0.0,1.429,0.0,2.857,0.0,95.714,SHARLA
SHARLENE,113,0.0,0.0,5.31,5.31,2.655,86.726,SHARLENE
SHARON,8151,0.147,0.172,1.877,5.766,0.736,91.302,SHARON
SHARRON,136,0.0,0.0,0.0,9.559,0.0,90.441,SHARRON
SHARYL,44,0.0,0.0,4.545,2.273,0.0,93.182,SHARYL
SHARYN,113,0.0,0.885,0.885,0.885,0.885,96.46,SHARYN
SHASHI,32,0.0,0.0,78.125,0.0,3.125,18.75,SHASHI
SHAUN,709,0.423,0.141,2.539,3.808,0.705,92.384,SHAUN
SHAUNA,288,0.0,0.0,1.042,6.25,0.347,92.361,SHAUNA
SHAWN,3243,0.185,0.185,1.603,3.022,0.987,94.018,SHAWN
SHAWNA,402,0.0,0.498,0.746,1.99,1.741,95.025,SHAWNA
SHAWNEE,18,0.0,0.0,0.0,0.0,0.0,100.0,SHAWNEE
SHAY,65,1.538,0.0,0.0,3.077,0.0,95.385,SHAY
SHAYLA,42,0.0,0.0,0.0,33.333,2.381,64.286,SHAYLA
SHAYNA,45,0.0,0.0,4.444,4.444,2.222,88.889,SHAYNA
SHAYNE,70,0.0,0.0,2.857,1.429,0.0,95.714,SHAYNE
SHEA,67,0.0,0.0,1.493,5.97,1.493,91.045,SHEA
SHEELA,31,0.0,0.0,64.516,0.0,6.452,29.032,SHEELA
SHEENA,116,0.0,1.724,6.897,16.379,4.31,70.69,SHEENA
SHEILA,2474,0.364,0.04,2.061,8.569,1.819,87.146,SHEILA
SHEILAH,31,0.0,0.0,9.677,16.129,3.226,70.968,SHEILAH
SHELAGH,18,0.0,0.0,0.0,0.0,0.0,100.0,SHELAGH
SHELBY,313,0.319,0.0,0.319,5.112,1.278,92.971,SHELBY
SHELDON,294,0.0,0.0,3.401,10.544,0.34,85.714,SHELDON
SHELIA,175,0.0,0.0,0.0,29.714,0.571,69.714,SHELIA
SHELLEY,1133,0.177,0.088,1.942,2.118,0.618,95.057,SHELLEY
SHELLI,105,0.0,0.0,0.0,0.952,1.905,97.143,SHELLI
SHELLIE,119,0.0,0.0,1.681,5.882,1.681,90.756,SHELLIE
SHELLY,1074,0.0,0.372,2.048,1.955,1.024,94.6,SHELLY
SHELTON,39,0.0,0.0,2.564,46.154,2.564,48.718,SHELTON
SHENG,52,0.0,0.0,96.154,0.0,1.923,1.923,SHENG
SHEREE,157,0.0,0.637,1.274,8.28,0.637,89.172,SHEREE
SHERI,929,0.108,0.323,1.938,2.153,0.538,94.941,SHERI
SHERIDAN,29,0.0,0.0,0.0,0.0,0.0,100.0,SHERIDAN
SHERIE,62,0.0,0.0,1.613,1.613,3.226,93.548,SHERIE
SHERILYN,57,0.0,0.0,3.509,3.509,0.0,92.982,SHERILYN
SHERMAN,179,0.559,0.0,11.173,27.374,1.676,59.218,SHERMAN
SHERRI,1144,0.0,0.175,1.049,4.371,0.524,93.881,SHERRI
SHERRIE,386,0.0,0.259,1.295,6.218,1.295,90.933,SHERRIE
SHERRIL,24,0.0,0.0,0.0,0.0,0.0,100.0,SHERRIL
SHERRILL,84,0.0,2.381,1.19,4.762,1.19,90.476,SHERRILL
SHERRY,2170,0.092,0.138,2.212,4.194,0.922,92.442,SHERRY
SHERRYL,57,0.0,0.0,1.754,7.018,1.754,89.474,SHERRYL
SHERWIN,43,0.0,0.0,18.605,13.953,0.0,67.442,SHERWIN
SHERWOOD,33,0.0,0.0,0.0,12.121,0.0,87.879,SHERWOOD
SHERYL,1210,0.413,0.083,1.736,3.719,0.579,93.471,SHERYL
SHERYLE,19,0.0,0.0,0.0,0.0,0.0,100.0,SHERYLE
SHI,40,0.0,0.0,100.0,0.0,0.0,0.0,SHI
SHIH,20,0.0,0.0,100.0,0.0,0.0,0.0,SHIH
SHILOH,15,0.0,0.0,0.0,0.0,0.0,100.0,SHILOH
SHILPA,61,1.639,0.0,80.328,0.0,1.639,16.393,SHILPA
SHIN,33,0.0,0.0,90.909,0.0,0.0,9.091,SHIN
SHIRA,36,0.0,0.0,0.0,2.778,0.0,97.222,SHIRA
SHIRLEE,52,0.0,0.0,3.846,1.923,0.0,94.231,SHIRLEE
SHIRLEY,2986,0.268,0.234,4.588,12.257,2.076,80.576,SHIRLEY
SHLOMO,29,0.0,0.0,0.0,0.0,0.0,100.0,SHLOMO
SHMUEL,15,0.0,0.0,0.0,0.0,0.0,100.0,SHMUEL
SHON,37,0.0,0.0,2.703,10.811,0.0,86.486,SHON
SHONDA,32,0.0,0.0,3.125,21.875,0.0,75.0,SHONDA
SHU,105,0.0,0.0,98.095,0.0,0.0,1.905,SHU
SHUANG,20,0.0,0.0,100.0,0.0,0.0,0.0,SHUANG
SHUI,15,0.0,0.0,100.0,0.0,0.0,0.0,SHUI
